headline,label
bank of india to raise up to rs 626 crore via stcif stake sale. the bank has called a pre-bid meeting on august 14 and the final bids are to be sent in by 3 pm on,positive
"lenders take stock of progress in nclt cases. focus on plugging gaps, improving coordination, keeping timelines",positive
"rupee rise can scupper manufacturing, export push: dbs. it said there are positives from a stronger currency, like it being positive for inflation",neutral
"bankers review progress of 12 large npa accounts under ibc. out of these 12 accounts, nine have already been referred to the nclt",neutral
"indian insurance firms lagging behind in digital investment: report. country lags in both level of digitisation, ability to realise financial returns compared to world",negative
"psu banks wrote off rs 2.49 lakh cr of loans in 5 years: finance ministry. the gross npa of public sector banks was 12.47 per cent of gross advances as on march 31, 2017",negative
bank of india to raise up to rs 626 cr via stci finance stake sale. it may sell partial/entire stake in stcifl to unlock its value of investment by floating this rfp,positive
"gic re files for ipo, may raise over $1 bn. will issue 124.7 mn shares comprising 14.22% of capital",neutral
lenders meet today to review insolvency cases. it would be the first such exercise since the rbi directed action on 12 big-size bad loan cases,neutral
black money: swiss say indian laws adequate for auto-sharing banking info. notification follows hectic parleys between india and switzerland for the introduction of the aeoi,neutral
"12 psu banks firming plans to raise funds from markets. board of pnb has given approval for raising equity capital to the tune of rs 3,000 cr through fpo",positive
"pnb customers to pay more charges for non-credit services. all charges are exclusive of gst & attracts a charge of 18%, up 15% from previous tax regime charges",neutral
"banks likely to cut lending rates by 25 bps post rbi policy action: bofaml. according to bofaml, reduction in lending rates might trigger high level of liquidity in banks",negative
"sebi plans to beef up cyber security, hire advisor to tackle tech glitches. advisor would also observe developments in cyber technology & security space for regulatory policy",positive
"indian bank to bring gross npas under 5% from 7% by march, says md & ceo. in june quarter, gross npas jumped to 7.21 per cent from 6.97 per cent last year",positive
"syndicate bank posts rs 263 cr q1 loss; gross npas rise to 9.96%. total income during the first quarter of 2017-18 also fell to rs 6,171.49 crore",negative
canara bank hits overseas bond market with $400-mn issue. the bangalore-based state-run bank has hit the forex debt market after a long gap,positive
"andhra bank q1 net up 30% at rs 40 cr. bs reporterhyderabad, 4 august: andhra bank has reported a 30 percent increase in net profit at rs 40.32 crore for the quarter .",positive
"avendus launches structured credit fund. avendusfinance, the credit solutions arm of avendus capital, today announced thelaunch of its category ii structured credit fund. .",neutral
"rbi likely to cut rates again by 2017-end: chris wood of clsa. long-awaited earnings rebound should finally happen in q4cy17, clsa believes",negative
pnb floats one-time settlement to clear small-ticket bad loans. the recoveries will improve bottom line,positive
"faced with high group lending defaults, sfbs move towards individuals. with a majority of small finance banks already operational, a challenging start has already forced a number of them to tweak .",neutral
"bank of baroda follows sbi, cuts savings rate by 50 bps. however, for balance above of rs 50 lakh, the bank has retained the rate at 4%",neutral
sebi asks india inc to inform bourses on loan defaults in one working day. capital market regulator sebi on friday made it compulsory for listed companies to make a disclosure to stock exchanges if they .,neutral
andhra bank q1 profit up by 33% to rs 40 crore. the psb clocked a net profit of rs 31.09 crore in the same quarter of fy17,positive
"rbi cuts interest rates: lending to slowly become reasonable, says jaitley. lending rate of 14-15% will make india uncompetitive in the global market: arun jaitley",positive
"after bajaj fin buys 11% stake for $33 mn, mobikwik aims to raise $120 mn. after raising over $33 million from bajaj finance limited, the lending and investment arm of bajaj finserv group, online mobile .",neutral
jaitley defends sbi decision to cut interest rate of savings account. high interest rate on savings and fix deposits was during a time when inflation was 10-11%,negative
bankers cautious on new benchmark move. it will improve transparency and provide same set of benchmarks for financial sector and real sector,negative
fpi limit in interest rate futures may revive segment. the rbi did not specify if the limit would be a temporary arrangement,negative
"debtors cant be allowed to paralyse banking system, says arun jaitley. mostly, companies themselves have filed petitions to restructure themselves",neutral
"bad loans: rbi to take up more cases, says jaitley. jaitley said rbi already had identified top 12 loan defaulters",neutral
"sbi plans to raise rs 2,000 crore via basel-iii bonds. bonds will carry a coupon rate of 8.15% pa call option after 5 yrs or anniversary date thereafter",positive
rbi is the first central bank in asia to cut interest rates this year. the rate cut is the rbis first since one of the same size in october,negative
"bajaj finance to buy 11% stake in mobikwik for rs 225 cr. e-payments in india surged after the country banned old, high-value currency notes late last year",neutral
pnb q1 net up 12% at rs 343 cr; npas rise on farm loan waiver. gross npas stood at 13.66% in april-june period,positive
uco bank q1 net loss expands to rs 663 crore on bad assets. uco bank had reported net loss of rs 440.56 crore in the corresponding april-june quarter of 2016-17,negative
"rbi advises states to focus on affordable housing to boost sagging economy. the repo rate, at which rbi lends to banks, is now down to 6%, the lowest in 6 years",positive
"post rbi rate cut, rupee hits over 2-yr high; foreign lenders sell dollars. the rupee rose to as much as 63.59 per dollar, its strongest level since july 22, 2015",negative
rbi monetary policy: retail inflation to be kept near 4% on durable basis. rbi monetary policy committee decided to reduce repo rate at which it lends to banks by 0.25% to 6%,neutral
"rbi cuts key rate by 0.25% and other highlights. growth forecast unchanged at 7.3% for the current fiscal, says governor urjit patel",negative
"rbi to announce monetary policy today, 25-basis-point rate cut expected. rbis mpc meet begins; decision on rates on august 2",neutral
"savings rate cut: decline in govt banks deposit share may accelerate. high share of psbs in deposits has weighed on their cost structure, which the rate cut will correct",negative
"banks restructured corporate loans worth rs 2,04,000 cr in fy17: jaitley. fm arun jaitley tabled data in parliament",neutral
life insurers new business to grow 15-18%: icra. general insurance industry expected to grow at 20% in fy18,positive
cut in sbis savings rate: banks margin to benefit. many banks are waiting for rbis policy action to decide on savings bank rate after sbis move,positive
"rbi directive on auditors to benefit second-tier firms. for every statutory audit of mid-size to large banks, an audit firm gets rs 50 lakh to rs 1.5 crore",neutral
psu banks need rs 1.9 lakh cr additional capital by march 2019: s&p. psu banks will need at least rs 1.9 lakh crore additional capital by march 2019 as the lack of it will restrict their ability to .,neutral
"pnb board approves plan to raise rs 3,000 cr equity capital. pnb said its board of directors have called general meeting of shareholders on sept 12",positive
"airtel payments bank to use hpcls 14k fuel stations as banking points. now, airtel payments bank customers can use hpcl fuel stations to avail banking services",neutral
"now, you can make payments with sbi debit cards via samsung pay. sbi debit card users can also avail introductory cashback benefits up to rs 500",neutral
"now, sbi life insurance targets cancer treatment. minimum sum assured was rs 10,000 and rs 50,000",neutral
taken corrective action to comply with kyc norms: union bank on rbi penalty. rbi levied penalties of rs 2 cr and rs 1 cr on the bank in 2 separate incidents of non-compliances,neutral
"following mundras retirement, rbi reallocates deputy governor portfolios. mundras other minor portfolios were split among remaining deputy governors",neutral
"bank staffs high targets behind mis-selling of investment products: rbi. lack of co-ordination between back and front office, impacted customer protection: s s mundra",neutral
"rbi policy tomorrow: key interest rate expected to be cut by 25 bp. citing inflation at 5-year low, deceleration in factory output, assocham requested for rate cut",negative
"following complaint, rbi fines union bank rs 3 cr for kyc non-compliance. rbi imposed penalty of rs 2 crore and rs 1 crore under the provisions of banking regulation act",negative
"deposit-heavy banks to gain most from sbis savings rate cut to 3.5%. banks with high deposits also include pnb, hdfc bank, icici bank, axis bank, bob and canara bank",positive
"no merger: max india pulls out of max life-hdfc life deal. move follows max group, hdfc life calling off merger plans; decks cleared for hdfc lifes ipo plans",neutral
"sbi does a first, cuts savings rate to 3.5% on deposits up to rs 1 cr. 50-bps reduction may prompt others to follow",neutral
"rbi asks banks to enable account number portability. in such cases, the deputy governor suggested that the customer must be compensated immediately",neutral
"rbis mundra raps banks on customer service. mundra was addressing bankers at the annual banking ombudsman conference, held on july 25",negative
"icici bank pips hdfc bank as most popular stock for mfs. so far in 2017, shares of hdfc bank gained 48%, while those of icici bank have added 18%",positive
small mfis in odisha battle credit crunch. mfi remains one of the costliest models of financial inclusion,neutral
sbi cuts savings rate by 0.5%; 90% customers to be impacted. sbis savings bank account base is of around rs 9 lakh crore,negative
"shriram transport finance q1 net up 20% at rs 448 cr. net interest income was up 17% at rs 1,585 cr",positive
rbi imposes rs 1 cr penalty on union bank of india for kyc non-compliance. earlier rbi had received a complaint regarding cash withdrawals in some accounts maintained with ubi,negative
"hsbc profit rise by 5%, announces $2 billion share buyback. the buyback will take the total of hsbc share buybacks since the second half of 2016 to $5.5 billion",positive
finmin official ravi mittal appointed part-time member on irdai board. former finance secretary sushma nath is another part-time member on the irdai board,neutral
cag raps govt-owned banks for understating non-performing assets. the comptroller and auditor general of india (cag) has slammed the managements and statutory auditors of 12 public sector banks .,negative
"lic to invest in gic ipo but will stay away from sbi life ipo. npas of the public insurer was to the tune of rs 18,000 cr",neutral
"eps to be revamped, medical scheme for pensioners to be formulated: govt. we will revamp the scheme. whatever gaps are there, will be plugged, says dattatreya",neutral
npci gets rbi go-ahead for bharat bill payment central unit. national payments corporation of india has received final authorization from reserve bank of india to function as the bharat bill .,neutral
"loan waiver, mounting npas may force banks to stop lending to agri sector. waivers may impact supply of credit as lending to agri sector could dry up, say hdfcs economist",negative
"idfc bank aims to triple branches, increase pos by 100% in 36 months. the bank is unlikely to wait for the merger with shriram group to follow through with plans",positive
idfc bank q1 net up 65% to rs 437 cr. net profit in the corresponding quarter in fy16 stood at rs 264.76 crore,positive
farm loan waivers contribute to bandhan banks rising npa. already facing a steep rise in the gross non-performing assets (npa) during the first quarter of the current fiscal year at 0.82 .,positive
axis projects returns from rs 385-cr freecharge acquisition in 2-3 years. the bank projects that its customer base will double with the acquisition,positive
axis bank extends shikha sharmas term by three years. her current term comes to an end in june 2018,neutral
"icici bank q1 net declines 8% to rs 2,049 cr. gross npas rose to 7.99% as compared to 7.89% in q4 of fy17",negative
"yes bank stock hits record high on 32% increase in q1 net. meanwhile, yes banks board on wednesday approved a 5-for-1 stock split of equity shares",positive
shikha sharma refuses to spell out future plans as md at axis bank. reports of the tata group sounding her out have been making rounds in the industry,neutral
"we expect to grow to $370 billion by 2020: cppib asia pacific head. in terms of overall portfolio, on march 31, 2017, the cpp fund totalled $316.7 billion",positive
indian banks most at risk among s-e asian peers: survey. moodys polled 210 market participants on some of the industrys most pressing credit issues,neutral
"anuj puri to launch realty-focused nbfc. puris anarock joins a league of property-focused nbfcs such as piramal finance, xander finance",neutral
"cabinet liberalises norms, sovereign gold bonds to soon be available on tap. multi-fold increase in holding limits: physical and paper gold to be on par for short-term funding",neutral
"merger off table, focus is on hdfc life ipo: parekh. under section 35 of insurance act an insurance cos can only be merged with another insurer: parekh",neutral
mfs build second line of fund managers amid top-level exits. move to ensure smoother transition in future during such eventualities,positive
"all eyes on rbi policy meetings. the short-term trend most recently bounced from support at 9,450 in late june",neutral
fiis restricted from buying shares in capital first. the rbi monitors ceilings on fii/nri/pio investments in indian companies on a daily basis,neutral
"yes bank net profit up 32%; board okays 5:1 stock split. net profit is helped by 44% growth in net interest income to rs 1,809 crore",positive
"federal bank not ready for an exit from insurance jv: md shyam srinivasan. kerala-based federal bank ltd today said that it is not planning to exit from the idbi federal life insurance, a joint venture .",neutral
"federal bank q1 net up 25.6% at rs 210.15 cr on robust operations. the federal bank limited has reported a net profit of rs 210.15 crore during the quarter ended june 30, 2017 as against rs 167.31 .",positive
yes bank q1 net up 32% at rs 966 cr as gross bad loan ratio falls. gross bad loans as a percentage of total loans fell to 0.97% in q1 from 1.52% in q4fy17,positive
"bharat financial q1 net loss at rs 37 cr on elevated provisions, fin costs. bs reporterhyderabad, 26 july: listed microfinace company bharat financial inclusion limited(bfil) has reported a net loss of rs .",negative
10 psu banks submit turnaround plans. indian overseas bank is currently in the process of preparing its turnaround plan,neutral
lenders rebuttal: application against essar steel authorised under sbi act. ongoing hearing of insolvency proceedings against essar steel at nclt bench was put off for july 26,neutral
accounting relief for indas companies. this is so because these are already adjusted to book profits under minimum alternate tax,neutral
"axis bank net dips 16% in q1. little support from interest income weighed on net profit, though it bettered streets expectations",negative
"76 banks report 5,076 cases of active banking frauds in fy17, says gangwar. mos for finance said that sbi reported 544 cases of frauds which caused a loss of rs 1,91,295 lakh",negative
"10 public sector banks have submitted turnaround plans, says gangwar. the mechanism of quarterly performance of psbs will be monitored by sbi capital markets",positive
"axis bank june quarter net profit falls 16% to rs 1,360 cr. gross bad loan ratio as a percentage of total loans came in at 5.03 per cent at end-june",negative
"bitcoin recovers after roller coaster ride, exchanges advise caution. s. bitcoin, the oldest crypto currency or virtual currency, has along with others recovered in recent days after a sharp fall. .",positive
"moodys downgrades iob, central bank. for axis bank and icici bank, the agency said it expects the pace of bad loan formation to decline",negative
"hdfc bank q1 net up 20% at rs 3,893 cr on strong revenue growth. asset quality of the bank saw a slight deterioration as gross npa stood at 1.24%",positive
"hdfc bank awaits farm loan waiver details after higher q1 provisions. experts warn that waivers could distort credit culture, pile up pressure on indias banking sector",neutral
"hdfc bank q1 net profit up 20%; misses estimate as bad loan rise. hdfc bank net profit rose to rs 3,894 cr in q1, versus rs 3,239 crore a year ago",positive
"new bill empowers rbi to direct banks to resolve npas, appoint advisors. npas have risen over rs 9 lakh crore, rbi can now refer cases to insolvency and bankruptcy board",neutral
"hdfc bank q1 net profit up 20% at rs 3,893 cr; npas rise marginally. total income rose to rs 22,185.38 crore during the quarter under review, up 14.81% y-o-y",positive
"govt nominees on rbi mpc to get rs 1.5 lakh a meet, reveal assets every yr. all mpc members will need to observe a silent period of 7 days before and after the rate decision",neutral
"pnb, bob, syndicate to raise rs 7,000 crore via at-1 bonds. banks in india raised rs 45,290 crore in capital by issuing at-1 bonds in 2016-17: icra",neutral
creation of bad bank is difficult but will be very helpful: kenneth rogoff. there is constraining private sector investment while psbs are carrying lot of bad loans: rogoff,neutral
s&p 500s biggest pension plans face $382-bn funding gap. biggest reason is the poor returns they got from their assets in superlow interest-rate environment,negative
downgrade cloud on syndicate bank. syndicates common equity-1 level of 7.5% at end-march was weaker than other aa+ rated peers,negative
"interview for rbi deputy governors post on july 29. a few names from the private sector have also been shortlisted, sources said",neutral
"bank mergers to benefit sector, end duplication of resources: dena bank cmd. centre aims to gradually build up 4-5 psbs of sbis size through consolidation",neutral
canara bank-led consortium seeks buyer for 270 mw maharashtra power plant. a canara bank-led consortium of lenders is scouting for a buyer for a 270 mw power plant in maharashtra which came under .,positive
"indian bank files insolvency cases against 7 a/cs worth rs 1,200 cr at nclt. indian bank said that it has initiated cases at nclt on seven more accounts worth rs 1,200 crore. in all these accounts, indian .",negative
"rbis priority is cleaning up banks, says viral acharya. rbi deputy governor said that demonetisation had led to a change in the way indians saved",neutral
"bank credit growth hits 20-year low. combined advances by listed public, psbs up 1.7% in fy17 as public sector lenders shrink loan book",positive
vijaya bank q1 net jumps over 57% to rs 255 crore. gross npas of vijaya bank fell to 7.305 of the gross advances as on june 30 from 7.31% a year ago,positive
lender drags 7 firms to nclt for insolvency process. bank made a provision of rs 130 crore in 1st quarter of current financial year,negative
indian banks q1 net profit up 21% on robust other income. bad loan provisions more than double in q1 to rs 681 cr from rs 327 cr for q1 of fy17,positive
"canara banks gross npa divergence rs 507 crore for fy16. the banks gross bad loans stood at rs 31,637.83 crore as on march 31, 2016",neutral
arun jaitley introduces bill to repeal sbi subsidiary banks act. this was followed by the merger of five associates with parent sbi,neutral
icici banks new offer: get a personal loan through atm in three steps. pre-selected salaried customers can get up to rs 15 lakh; no offline interaction needed for approval,neutral
"indian bank plans to raise rs 1,200 crore to support growth plan. indian bank is planning to raise around rs 1200 crore to support its growth plan. the bank is also planning to sell assets worth .",positive
indian bank q1 net up 21% to rs 372 cr on robust growth in other income. bad loan provisions more than double in q1 to rs 681 cr from rs 327 cr for q1 of fy17,positive
pmvvy: pension scheme for elderly with 8% rate to be launched today. the scheme provides an assured return of 8% per annum payable monthly for 10 years,neutral
"insolvency case: jaypee infra must respond to petition by aug 4, says nclt. idbi bank filed a petition for insolvency against jaypee infratech in nclt, allahabad, last month",neutral
"pnb metlife launches loan life suraksha for karnataka bank customers. loan life suraksha, a single limited premium plan covering loan liability of a customer",neutral
"rbl bank net profit up 45% to rs 141 crore in june quarter. rises from rs 97 cr in the year-ago quarter, backed by an increase in interest and other income",positive
the burden of education loan. avoid over-leveraging with low job market; starting with default will hurt future loan options,neutral
canara bank q1 net up 10% to rs 252 crore. higher-than-expected slippages pushed provisions for non-performing assets to 54%,positive
"canara bank q1 net up 10% to rs 252 cr, bad loans drag. gross bad loans as a percentage of total loans rose to 10.56% at end-june from 9.63% at march-end",positive
500 npa cases identified by rbi to get equal priority. when asked for records before issuing the june 13 statement the rbi said there were no such records,neutral
sbi gets nclt nod for insolvency process against alok industries. bombay hc is set to hear the ongoing liquidation case against alok industries on july 19,neutral
"banks need rs 18,000 cr to resolve 12 npa accounts flagged by rbi: ind-ra. the extra provisioning needed would reduce the profits of creditor banks by 25%, roa by 12 bps",neutral
"monnet ispat declared insolvent despite jsw offer. debts swelled to rs 12,500 cr during slack in steel industry, after its coal mines were de-allocated",negative
dcb bank cuts mclr rates by up to 0.57 percentage point. private sector lender dcb bank has 290 branches across 18 states and two union territories,negative
rbi not reviewing 90-day npa classification window to help small biz: govt. finmin said any delay in recognition of deterioration in asset quality removes pressure on the banks,neutral
"idbi bank, indian overseas bank, 7 other psbs reported losses in fy17. idbi bank reported loss of rs 5,158 cr, while amount was rs 3,417 cr in case of indian overseas bank",negative
"gujarat hc turns down essar steel plea against rbis insolvency proceedings. hc turns down essar steel plea on insolvency, raps central bank for overstepping jurisdiction",negative
"sbi life insurance files for ipo to raise rs 7,000 crore. may fetch over $ one billion for sbi and bnp paribasabhijit lelesbi lifeinsurance co ltd, joint venture between state bank of .",neutral
"housing prices up 10.5% in jan-mar 2017 across 10 major cities: rbi. however, prices increased marginally by 0.8% over october-december quarter of 2016-17",positive
cant make public the names of big defaulters: rbi to sc. such a disclosure would severely affect the impact of the businesses,neutral
gst provider vayana network raises rs 26 cr in latest series a funding. pune based gstn provider vayana network has received over rs 25.7 crore from idg ventures and jungle ventures in series a .,positive
"sbi life, second life insurer to go public, to issue up to rs 12 cr shares. sbi life insurance is joint venture between sbi, bnp paribas cardif- french insurance company",neutral
fino payments bank to raise up to rs 200 cr via equity in fy18. finopayments bank will raise upto rs 200 crore in capital from new set of investorsin this financial year to fund the network .,positive
"axis bank claims it is second-most preferred card issuer. the bank is actively involved in helping to spread digital payments solutions, post demonetisation",neutral
dcb bank to slow down branch expansion for next 2 years to improve profits. to concentrate on existing network of around 300 branches,neutral
"govt looks to create 3-4 sbi-sized banks as it mulls psb consolidation. number of psbs may come down to 10-12 from the current 21, an official said",neutral
dcb bank q1 net zooms 39% to rs 65 crore. the bank had reported a net profit of rs 47 crore in the corresponding quarter of fy17,positive
"idfc-shriram merger shows piramals entrepreneurial approach: r thyagarajan. last week shriram group, which has an aum of around rs 100,000 crore, and idfc have announced they are looking at possible merger .",neutral
karnataka bank q1 net up 10% at rs 134 crore. the bank had reported a net profit of rs 121.54 crore in the april-june quarter of fy17,positive
"bank of india reports losses, expects to return to black in q2. boi has been facing losses for the last two consecutive years",negative
"building market institutions can help m&as move faster, says ibbi chief. building the institutions of market can help the mergers and acquisitions (m&as) process to move faster, chairperson of the .",positive
essar steel case: sbi md rajnish calls for faster resolution of npas. rajnish kumar hoped that the gujarat high court will decide quickly on the essar steel case,neutral
"money transfer to get cheaper as sbi cuts neft, rtgs charges by up to 75%. all the new charges will attract gst rate of 18 per cent",positive
"pnb & sbi initiate insolvency proceedings against bhushan steel, power. bhushan steel and bhushan power has a liability of around rs 43,000 cr and rs 37,000 cr respectively",negative
icici group firm picks up stake in e-commerce firm infibeam for rs 11 cr. 1 lakh shares of the ahmedabad-based firm were bought via open market transactions,neutral
"sbi reduces neft, rtgs charges up to 75% effective from july 15. additionally, bank has also waived charges for fund transfer of upto rs 1,000 done through imps",neutral
lack of machines delayed counting of banned notes: rbi chief tells panel. panel gives rbi governor urjit patel 15 days to submit data on deposits of demonetised currency,negative
"slow to start, banks wrestle with insolvency regime. as on july 10, 112 such announcements have been made and banks account for just 17 announcements",negative
"bond market buzzing as foreign investors pump $1.2 bn in a single day. dealers expect rbi to sell another rs 20,000-cr worth of bonds",positive
psbs continue to lag behind private banks in mf sales in fy17. some of the public banks showed improvement; much more still needs to be done,negative
"high bank charges hurt voters, too. both the govt and rbi have been ignoring high charges banks impose on their customers",negative
"rbi keeping a close watch on transactions involving cryptocurrencies: patel. in april, finance ministry made an inter- disciplinary committee to examine existing framework",neutral
rupay credit cards operational since june 15: npci chief. he said npci is also in talks with private banks to issue rupay credit cards,neutral
"rbi to release rs 2,000 cr to meet currency crunch in telangana: dattatreya. an amount of rs 9,000 crore was released to the banks by the rbi by june 2017: dattatreya",neutral
"andhra bank plans to raise up to rs 1,000 crore via qip in next five months. the lender is looking to close the qip issue by december",positive
q1 fy18 results: what to expect from the banking sector. impact of nclt provisions may be seen marginally in q1 and may largely flow to next few quarters,neutral
"haircut needed to resolve npas, says rangarajan. former reserve bank of india governor c rangarajan says some haircut is inevitable in the process of resolving the big load of .",negative
"bankruptcy code: first set up ecosystem for ibc, says sbis bhattacharya. the requisite ecosystem for the implementation of the insolvency and bankruptcy code, 2016 (ibc), touted as the second biggest .",neutral
"rupay to tap premium customers as banks renew deals with visa, mastercard. the national payments corporation of india (npci) is looking at increased uptake of its rupay debit cards among premium customers .",positive
"indusind banks q1 net profit rises 26%. net interest margin, the difference between yield on advances and cost of fund, was flat at 4%",positive
hc adjourns stanchart appeal hearing in essar steel insolvency to next week. a bigger bench of the high court (hc) here adjourned till the coming monday an appeal of standard chartered bank for quashing of .,negative
"sbi questions bengals absorption ability as state fm asks for better cdr. even as west bengal finance minister, amit mitra upped his pitch over indias largest lender, the state bank of india (sbi), to .",neutral
foreign investors seek sebi relief on p-note ban. ask for a 3-month extension to roll over their july positions; say curbs will kill the p-note market,positive
bankruptcy code: sbi not rushing with new law due to lack of ecosystem. entire ecosystem required for the new law has not been fully created: arundhati bhattacharya,negative
"chit funds cant be treated as fund management, says sc against cbecs plea. in a relief to the chit fund industry in the country, the supreme court of india has said that the government cannot impose .",neutral
"chhattisgarh govt to merge dccbs with state cooperative banks. after the merger, the working capital of the bank would increase to more than rs 10 crore",neutral
"banking consolidation: rbi ex-governor rangarajan bats for m&as among banks. recently, the state bank of india merged five associates with itself",neutral
"amid low credit demand, npas, rbis mundra tells banks to focus on msmes. lenders should look at small businesses as potential area of growth and not as compliance: mundra",neutral
"sbi to study spending habits, to put more retail products in digital space. sbi would be married to analytics to study spending habits of the consumers: arundhati bhattacharya",neutral
indusind bank q1 net up 26.5% at rs 837 cr; gross npas rise. the banks net profit in the corresponding april-june quarter of 2016-17 stood at rs 661.38 crore,positive
"sbi to divest 80 million shares in sbi life via ipo. price to be fixed after talks with sbi life, bnp paribas cardiff and lead managers",neutral
"sbi savings account: pay more for atm withdrawal, cheque books, buddy app. sbi savings account: pay more for atm withdrawal, cheque books, buddy app",neutral
"lack of succession plans pushing shriram towards merger, say staff. investors stand to gain as they will get exit route, stake in idfc bank",negative
"lenders to tap global investors for bhushan steel, essar steel. a reference for insolvency has already been made in essars case but not yet in bhushan steels case",neutral
"statspeak: banking on branches. digital branches continue to dominate banking channels, says study",neutral
"rbis steps on frauds will help customers. by limiting the liability, rbi is trying to enhance customer confidence in digital transactions",positive
nhb mulls extension of 90-day window for npa classification. regulator may also issue guidelines for direct selling agents with respect to home loan transfers,neutral
"idfc bank, shriram capital enter 90-day merger talks. the entire merger process, including approvals, will take 12 months to complete",neutral
"idfc bank, shriram capital to merge within 90 days, create rs 65k-cr giant. according to piramal, the boards of directors of the companies have not approved any transaction yet",neutral
essar steel vs rbi: central bank to issue corrigendum. gujarat hc to hear essars plea against insolvency proceedings on july 12,neutral
idfc-shriram merger under regulatory scanner over share price hike. the impending merger between idfc and shriram capital has come under regulatory scanner over handling of price sensitive .,negative
"rbl bank to raise rs 1,680 cr from institutional investors. hdfc life, icici lombard, abg capital, cdc group, global ivy ventures among key investors",positive
"dont take coercive steps against farmers for loan recovery: sc to banks. and it adds that in such cases, government should intervene",neutral
"stopped from clicking pics of rbi and fined rs 50k, man moves sc. the scba would use the money in upgrading its library",negative
"rbi deputy guv viral acharya suggests setting up public credit database. currently, india has private credit bureaus, mainly used for retail loans",neutral
"why some brokerages have turned positive on punjab national bank. a week after nomura turned positive of bank of baroda, it is now the turn of punjab national bank (pnb) to enjoy a rating upgrade .",neutral
"essar steel insolvency issue vs rbi: what lies ahead?. in this case, rbis low capacity in legal drafting is unlikely to lead to a serious legal problem",neutral
misquoted claim figure: sbi amends insolvency plea for monnet ispat at nclt. hearing in the case has been shifted to july 12,negative
hc puts stancharts plea on essar steels insolvency proceedings on hold. standard chartered appealed for quashing gujarat hcs stay on essar steels insolvency proceedings,neutral
"singapore joins hk, australia in postponing bank capital rules by a year. mas notified local banks of the delay to the so-called fundamental review of the trading book",neutral
"have rs 900-cr exposure to rbi-referred nclt account, says hdfc. however, it said the account to which it has the exposure was not a npa as of march 31, 2017",neutral
icici pru life mulls bid for saharas life insurance biz. liabilities of sahara life are less than 1% of icici prus balance sheet,neutral
"idfc bank to speed up lending, aims to achieve goal of mass retail banking. idfc bank, which concluded first full year of operations in fy2017, said that its vision is to become a mass retail bank in 5 .",positive
sebi settles case with idfc bank for rs 10.74 lakh. idfc bank allegedly made delayed disclosure under pit regulations,neutral
"recast of state-run banks before stake sale wrong: rbi ex-guv y v reddy. referring to insolvency and bankruptcy code, he said it is an important development",neutral
"g20 summit: india scores well in fsb report, found basel iii-compliant. in the report, india was found to be largely compliant on liquidity coverage ratio",positive
"rs 3,000 crore deal: indostar to buy stake in icici home finance. the nbfc and its sponsor everstone will co-invest to own two-third stake together in the business",neutral
"idfc bank sells loan accounts worth rs 2,070 crore to arc. the gross npas and net npas of idfc bank were at rs 1,542 crore and rs 576 crore",neutral
idfc bank plans to double retail book. claims to have mobilised rs 400 crore through digital banking,positive
yields shoot up on rbis open market sale plan. rbi announced late on friday its bond purchase plans from the secondary market,positive
rbi restricts g-sec debt portfolio flows. the plan is to allow foreign investors access to 5% of the govt bonds by march 31 next year,neutral
ipo league table: foreign banks back in action. four foreign investment banks feature among the top 10 in h1 of 2017,negative
"cash is still king as circulation nears pre-demonetisation level: report. as on june 16, currency in circulation was rs 15.29 lakh cr, or 86.2% of pre-note ban level",neutral
esops to be linked to banks performance. framework to incentivise employees referred to rbi for approval,neutral
icra lowers rating for janalakshmi debentures. cites sharp deterioration in asset quality for rating downgrade,negative
"bbb recommends 15 names for appointment of eds in psbs. sources said recommendations were made by bbb chairman vinod rai, other members",neutral
"alarming rise in banking frauds, warns rbi. it adds that banks could be hiding some of the fraud cases, masking these as bad debt",negative
corporate bond market: liquidity in secondary trade rises. 2016-17 saw 26% growth in number of trades and 44% growth in volumes,neutral
"cvc examines cbi probe in top bank frauds, including vijay mallyas. cvc commisioner says bankers need have no fear if their decisions are bonafide",neutral
replace your pnb maestro debit card soon as bank to block it from july 31. the bank will not charge anything for the replacement and it will be provided free of cost,negative
"non-food credit grows at 4.5% in april as industries contract. in the same period last year, non-food credit had grown by 8.5%",positive
banks tap hackathons for ideas to compete in digital world. banks are opening up their platforms and data to people with ideas to improve their business in a digitally disruptive .,neutral
uae exchange applies for universal bank licence. uae exchange is registered as an ad ii category non-banking financial company in the country,neutral
"50% provisioning reasonable for defaulted loans, says viral acharya. it is based on any historical recovery rates that banks secured debt have typically earned",neutral
"stressed banking sector, leveraged firms might drag down growth: rbi. stressed banking sector and leveraged corporate balance sheets might block the countrys economic growth, says the reserve bank .",negative
"growing investor interest in older private banks. sustaining home ground growth, strengthening underwriting skills favour city union, regional lenders",positive
efforts to revive bank yielding results: iob chief. indian overseas bank (iob) has said that around 46 per cent reduction in the net loss during the second half of the current .,positive
new sbi chief: banks board bureau starts finding bhattacharyas successor. arundhati bhattacharya will complete her four-year term as the chairperson on october 6,neutral
graphic: banks are one of the biggest mf distributors in india. banks due to their huge network of branches are preferred as mf distributors,neutral
"rbi panel to review rs 10,000-cr debt soon. most of these accounts are from the infrastructure, textiles and roads sectors",neutral
