Unnamed: 0,Date,Title,Description,sentiment,label
5516,"July 22, 2017, Saturday",Indian Bank's Q1 net profit up 21% on robust other income,Bad loan provisions more than double in Q1 to Rs 681 cr from Rs 327 cr for Q1 of FY17,positive,2
5517,"July 21, 2017, Friday",Canara Bank's gross NPA divergence Rs 507 crore for FY16,"The bank's gross bad loans stood at Rs 31,637.83 crore as on March 31, 2016",neutral,1
5518,"July 21, 2017, Friday",Arun Jaitley introduces bill to repeal SBI Subsidiary Banks Act,This was followed by the merger of five associates with parent SBI,neutral,1
5519,"July 21, 2017, Friday",ICICI Bank's new offer: Get a personal loan through ATM in three steps,Pre-selected salaried customers can get up to Rs 15 lakh; No offline interaction needed for approval,neutral,1
5520,"July 21, 2017, Friday","Indian Bank plans to raise Rs 1,200 crore to support growth plan",Indian Bank is planning to raise around Rs 1200 crore to support its growth plan. The Bank is also planning to sell assets worth ...,positive,2
5521,"July 21, 2017, Friday",Indian Bank Q1 net up 21% to Rs 372 cr on robust growth in other income,Bad loan provisions more than double in Q1 to Rs 681 cr from Rs 327 cr for Q1 of FY17,positive,2
5522,"July 21, 2017, Friday",PMVVY: Pension scheme for elderly with 8% rate to be launched today,The scheme provides an assured return of 8% per annum payable monthly for 10 years,neutral,1
5523,"July 21, 2017, Friday","Insolvency case: Jaypee Infra must respond to petition by Aug 4, says NCLT","IDBI Bank filed a petition for insolvency against Jaypee Infratech in NCLT, Allahabad, last month",neutral,1
5524,"July 20, 2017, Thursday",PNB MetLife launches Loan Life Suraksha for Karnataka Bank customers,"Loan Life Suraksha, a single limited premium plan covering loan liability of a customer",neutral,1
5525,"July 20, 2017, Thursday",RBL Bank net profit up 45% to Rs 141 crore in June quarter,"Rises from Rs 97 cr in the year-ago quarter, backed by an increase in interest and other income",positive,2
5526,"July 20, 2017, Thursday",The burden of education loan,Avoid over-leveraging with low job market; starting with default will hurt future loan options,neutral,1
5527,"July 20, 2017, Thursday",Canara Bank Q1 net up 10% to Rs 252 crore,Higher-than-expected slippages pushed provisions for non-performing assets to 54%,positive,2
5528,"July 20, 2017, Thursday",Canara Bank Q1 net up 10% to Rs 252 crore,Higher-than-expected slippages pushed provisions for non-performing assets to 54%,positive,2
5529,"July 19, 2017, Wednesday","Canara Bank Q1 net up 10% to Rs 252 cr, bad loans drag",Gross bad loans as a percentage of total loans rose to 10.56% at end-June from 9.63% at March-end,positive,2
5530,"July 19, 2017, Wednesday",500 NPA cases identified by RBI to get equal priority,When asked for records before issuing the June 13 statement the RBI said there were no such records,neutral,1
5531,"July 19, 2017, Wednesday",SBI gets NCLT nod for insolvency process against Alok Industries,Bombay HC is set to hear the ongoing liquidation case against Alok Industries on July 19,neutral,1
5532,"July 19, 2017, Wednesday","Banks need Rs 18,000 cr to resolve 12 NPA accounts flagged by RBI: Ind-Ra","The extra provisioning needed would reduce the profits of creditor banks by 25%, ROA by 12 bps",neutral,1
5533,"July 19, 2017, Wednesday",Monnet Ispat declared insolvent despite JSW offer,"Debts swelled to Rs 12,500 cr during slack in steel industry, after its coal mines were de-allocated",negative,0
5534,"July 18, 2017, Tuesday",DCB Bank cuts MCLR rates by up to 0.57 percentage point,Private sector lender DCB Bank has 290 branches across 18 states and two Union Territories,negative,0
5535,"July 18, 2017, Tuesday",RBI not reviewing 90-day NPA classification window to help small biz: Govt,FinMin said any delay in recognition of deterioration in asset quality removes pressure on the banks,neutral,1
5536,"July 18, 2017, Tuesday","IDBI Bank, Indian Overseas Bank, 7 other PSBs reported losses in FY17","IDBI Bank reported loss of Rs 5,158 cr, while amount was Rs 3,417 cr in case of Indian Overseas Bank",negative,0
5537,"July 18, 2017, Tuesday",Gujarat HC turns down Essar Steel plea against RBI's insolvency proceedings,"HC turns down Essar Steel plea on insolvency, raps central bank for 'overstepping jurisdiction'",negative,0
5538,"July 18, 2017, Tuesday","SBI Life Insurance files for IPO to raise Rs 7,000 crore","May fetch over $ one billion for SBI and BNP ParibasABHIJIT LELESBI LifeInsurance Co Ltd, joint venture between State Bank of ...",neutral,1
5539,"July 17, 2017, Monday",Housing prices up 10.5% in Jan-Mar 2017 across 10 major cities: RBI,"However, prices increased marginally by 0.8% over October-December quarter of 2016-17",positive,2
5540,"July 17, 2017, Monday",Can't make public the names of big defaulters: RBI to SC,Such a disclosure would severely affect the impact of the businesses,neutral,1
5541,"July 17, 2017, Monday",GST provider Vayana Network raises Rs 26 cr in latest series A funding,Pune based GSTN provider Vayana Network has received over Rs 25.7 crore from IDG Ventures and Jungle Ventures in series A ...,positive,2
5542,"July 17, 2017, Monday","SBI Life, second life insurer to go public, to issue up to Rs 12 cr shares","SBI Life Insurance is joint venture between SBI, BNP Paribas Cardif- French insurance company",neutral,1
5543,"July 17, 2017, Monday",Fino Payments Bank to raise up to Rs 200 cr via equity in FY18,FinoPayments Bank will raise upto Rs 200 crore in capital from new set of investorsin this financial year to fund the network ...,positive,2
5544,"July 17, 2017, Monday",Axis Bank claims it is second-most preferred card issuer,"The bank is actively involved in helping to spread digital payments solutions, post demonetisation",neutral,1
5545,"July 16, 2017, Sunday",DCB Bank to slow down branch expansion for next 2 years to improve profits,To concentrate on existing network of around 300 branches,neutral,1
5546,"July 16, 2017, Sunday",Govt looks to create 3-4 SBI-sized banks as it mulls PSB consolidation,"Number of PSBs may come down to 10-12 from the current 21, an official said",neutral,1
5547,"July 15, 2017, Saturday",DCB Bank Q1 net zooms 39% to Rs 65 crore,The bank had reported a net profit of Rs 47 crore in the corresponding quarter of FY17,positive,2
5548,"July 15, 2017, Saturday",IDFC-Shriram merger shows Piramal's entrepreneurial approach: R Thyagarajan,"Last week Shriram Group, which has an AUM of around Rs 100,000 crore, and IDFC have announced they are looking at possible merger ...",neutral,1
5549,"July 15, 2017, Saturday",Karnataka Bank Q1 net up 10% at Rs 134 crore,The bank had reported a net profit of Rs 121.54 crore in the April-June quarter of FY17,positive,2
5550,"July 15, 2017, Saturday","Bank of India reports losses, expects to return to black in Q2",BoI has been facing losses for the last two consecutive years,negative,0
5551,"July 15, 2017, Saturday","Building market institutions can help M&As move faster, says IBBI chief","Building the institutions of market can help the mergers and acquisitions (M&As) process to move faster, chairperson of the ...",positive,2
5552,"July 14, 2017, Friday",Essar Steel case: SBI MD Rajnish calls for faster resolution of NPAs,Rajnish Kumar hoped that the Gujarat High Court will decide quickly on the Essar Steel case,neutral,1
5553,"July 14, 2017, Friday","Money transfer to get cheaper as SBI cuts NEFT, RTGS charges by up to 75%",All the new charges will attract GST rate of 18 per cent,positive,2
5554,"July 14, 2017, Friday","PNB & SBI initiate insolvency proceedings against Bhushan Steel, Power","Bhushan Steel and Bhushan Power has a liability of around Rs 43,000 cr and Rs 37,000 cr respectively",negative,0
5555,"July 13, 2017, Thursday",ICICI group firm picks up stake in e-commerce firm Infibeam for Rs 11 cr,1 lakh shares of the Ahmedabad-based firm were bought via open market transactions,neutral,1
5556,"July 13, 2017, Thursday","SBI reduces NEFT, RTGS charges up to 75% effective from July 15","Additionally, bank has also waived charges for fund transfer of upto Rs 1,000 done through IMPS",neutral,1
5557,"July 13, 2017, Thursday",Lack of machines delayed counting of banned notes: RBI chief tells panel,Panel gives RBI Governor Urjit Patel 15 days to submit data on deposits of demonetised currency,negative,0
5558,"July 13, 2017, Thursday","Slow to start, banks wrestle with insolvency regime","As on July 10, 112 such announcements have been made and banks account for just 17 announcements",negative,0
5559,"July 13, 2017, Thursday",Bond market buzzing as foreign investors pump $1.2 bn in a single day,"Dealers expect RBI to sell another Rs 20,000-cr worth of bonds",positive,2
5560,"July 13, 2017, Thursday",PSBs continue to lag behind private banks in MF sales in FY17,Some of the public banks showed improvement; much more still needs to be done,negative,0
5561,"July 12, 2017, Wednesday","High bank charges hurt voters, too",Both the govt and RBI have been ignoring high charges banks impose on their customers,negative,0
5562,"July 12, 2017, Wednesday",RBI keeping a close watch on transactions involving cryptocurrencies: Patel,"In April, finance ministry made an inter- disciplinary committee to examine existing framework",neutral,1
5563,"July 12, 2017, Wednesday",RuPay credit cards operational since June 15: NPCI chief,He said NPCI is also in talks with private banks to issue Rupay Credit Cards,neutral,1
5564,"July 12, 2017, Wednesday","RBI to release Rs 2,000 cr to meet currency crunch in Telangana: Dattatreya","An amount of Rs 9,000 crore was released to the banks by the RBI by June 2017: Dattatreya",neutral,1
5565,"July 12, 2017, Wednesday","Andhra Bank plans to raise up to Rs 1,000 crore via QIP in next five months",The lender is looking to close the QIP issue by December,positive,2
5566,"July 12, 2017, Wednesday",Q1 FY18 results: What to expect from the banking sector,Impact of NCLT provisions may be seen marginally in Q1 and may largely flow to next few quarters,neutral,1
5567,"July 12, 2017, Wednesday","Haircut needed to resolve NPAs, says Rangarajan",Former Reserve Bank of India governor C Rangarajan says 'some haircut' is inevitable in the process of resolving the big load of ...,negative,0
5568,"July 12, 2017, Wednesday","Bankruptcy Code: First set up ecosystem for IBC, says SBI's Bhattacharya","The requisite ecosystem for the implementation of the Insolvency and Bankruptcy Code, 2016 (IBC), touted as the second biggest ...",neutral,1
5569,"July 12, 2017, Wednesday","RuPay to tap premium customers as banks renew deals with Visa, Mastercard",The National Payments Corporation of India (NPCI) is looking at increased uptake of its RuPay debit cards among premium customers ...,positive,2
5570,"July 12, 2017, Wednesday",IndusInd Bank's Q1 net profit rises 26%,"Net interest margin, the difference between yield on advances and cost of fund, was flat at 4%",positive,2
5571,"July 12, 2017, Wednesday",HC adjourns StanChart appeal hearing in Essar Steel insolvency to next week,A bigger bench of the high court (HC) here adjourned till the coming Monday an appeal of Standard Chartered Bank for quashing of ...,negative,0
5572,"July 12, 2017, Wednesday",SBI questions Bengal's absorption ability as state FM asks for better CDR,"Even as West Bengal finance minister, Amit Mitra upped his pitch over India's largest lender, the State Bank of India (SBI), to ...",neutral,1
5573,"July 11, 2017, Tuesday",Foreign investors seek Sebi relief on p-note ban,Ask for a 3-month extension to roll over their July positions; say curbs will kill the p-note market,positive,2
5574,"July 11, 2017, Tuesday",Bankruptcy code: SBI not rushing with new law due to lack of ecosystem,Entire ecosystem required for the new law has not been fully created: Arundhati Bhattacharya,negative,0
5575,"July 11, 2017, Tuesday","Chit funds can't be treated as fund management, says SC against CBEC's plea","In a relief to the chit fund industry in the country, the Supreme Court of India has said that the government cannot impose ...",neutral,1
5576,"July 11, 2017, Tuesday",Chhattisgarh govt to merge DCCBs with state cooperative banks,"After the merger, the working capital of the bank would increase to more than Rs 10 crore",neutral,1
5577,"July 11, 2017, Tuesday",Banking consolidation: RBI ex-governor Rangarajan bats for M&As among banks,"Recently, the State Bank Of India merged five associates with itself",neutral,1
5578,"July 11, 2017, Tuesday","Amid low credit demand, NPAs, RBI's Mundra tells banks to focus on MSMEs",Lenders should look at small businesses as potential area of growth and not as compliance: Mundra,neutral,1
5579,"July 11, 2017, Tuesday","SBI to study spending habits, to put more retail products in digital space",SBI would be married to analytics to study spending habits of the consumers: Arundhati Bhattacharya,neutral,1
5580,"July 11, 2017, Tuesday",IndusInd Bank Q1 net up 26.5% at Rs 837 cr; gross NPAs rise,The bank's net profit in the corresponding April-June quarter of 2016-17 stood at Rs 661.38 crore,positive,2
5581,"July 11, 2017, Tuesday",SBI to divest 80 million shares in SBI Life via IPO,"Price to be fixed after talks with SBI Life, BNP Paribas Cardiff and lead managers",neutral,1
5582,"July 10, 2017, Monday","SBI Savings Account: Pay more for ATM withdrawal, cheque books, Buddy app","SBI Savings Account: Pay more for ATM withdrawal, cheque books, Buddy app",neutral,1
5583,"July 10, 2017, Monday","Lack of succession plans pushing Shriram towards merger, say staff","Investors stand to gain as they will get exit route, stake in IDFC Bank",negative,0
5584,"July 10, 2017, Monday","Lenders to tap global investors for Bhushan Steel, Essar Steel",A reference for insolvency has already been made in Essar's case but not yet in Bhushan Steel's case,neutral,1
5585,"July 10, 2017, Monday",Statspeak: Banking on branches,"Digital branches continue to dominate banking channels, says study",neutral,1
5586,"July 09, 2017, Sunday",RBI's steps on frauds will help customers,"By limiting the liability, RBI is trying to enhance customer confidence in digital transactions",positive,2
5587,"July 09, 2017, Sunday",NHB mulls extension of 90-day window for NPA classification,Regulator may also issue guidelines for direct selling agents with respect to home loan transfers,neutral,1
5588,"July 09, 2017, Sunday","IDFC Bank, Shriram Capital enter 90-day merger talks","The entire merger process, including approvals, will take 12 months to complete",neutral,1
5589,"July 08, 2017, Saturday","IDFC Bank, Shriram Capital to merge within 90 days, create Rs 65k-cr giant","According to Piramal, the boards of directors of the companies have not approved any transaction yet",neutral,1
5590,"July 08, 2017, Saturday",Essar Steel vs RBI: Central bank to issue corrigendum,Gujarat HC to hear Essar's plea against insolvency proceedings on July 12,neutral,1
5591,"July 08, 2017, Saturday",IDFC-Shriram merger under regulatory scanner over share price hike,The impending merger between IDFC and Shriram Capital has come under regulatory scanner over handling of price sensitive ...,negative,0
5592,"July 08, 2017, Saturday","RBL Bank to raise Rs 1,680 cr from institutional investors","HDFC Life, ICICI Lombard, ABG Capital, CDC Group, Global IVY Ventures among key investors",positive,2
5593,"July 08, 2017, Saturday",Don't take coercive steps against farmers for loan recovery: SC to banks,"And it adds that in such cases, government should intervene",neutral,1
5594,"July 07, 2017, Friday","Stopped from clicking pics of RBI and fined Rs 50k, man moves SC",The SCBA would use the money in upgrading its library,negative,0
5595,"July 07, 2017, Friday",RBI Deputy Guv Viral Acharya suggests setting up public credit database,"Currently, India has private credit bureaus, mainly used for retail loans",neutral,1
5596,"July 06, 2017, Thursday",Why some brokerages have turned positive on Punjab National Bank,"A week after Nomura turned positive of Bank of Baroda, it is now the turn of Punjab National Bank (PNB) to enjoy a rating upgrade ...",neutral,1
5597,"July 06, 2017, Thursday",Essar Steel insolvency issue vs RBI:  What lies ahead?,"In this case, RBI's low capacity in legal drafting is unlikely to lead to a serious legal problem",neutral,1
5598,"July 06, 2017, Thursday",Misquoted claim figure: SBI amends insolvency plea for Monnet Ispat at NCLT,Hearing in the case has been shifted to July 12,negative,0
5599,"July 06, 2017, Thursday",HC puts StanChart's plea on Essar Steel's insolvency proceedings on hold,Standard Chartered appealed for quashing Gujarat HC's stay on Essar Steel's insolvency proceedings,neutral,1
5600,"July 05, 2017, Wednesday","Singapore joins HK, Australia in postponing bank capital rules by a year",MAS notified local banks of the delay to the so-called  'fundamental review of the trading book',neutral,1
5601,"July 05, 2017, Wednesday","Have Rs 900-cr exposure to RBI-referred NCLT account, says HDFC","However, it said the account to which it has the exposure was not a NPA as of March 31, 2017",neutral,1
5602,"July 05, 2017, Wednesday",ICICI Pru Life mulls bid for Sahara's life insurance biz,Liabilities of Sahara Life are less than 1% of ICICI Pru's balance sheet,neutral,1
5603,"July 04, 2017, Tuesday","IDFC Bank to speed up lending, aims to achieve goal of mass retail banking","IDFC Bank, which concluded first full year of operations in FY2017, said that its vision is to become a mass retail bank in 5 ...",positive,2
5604,"July 04, 2017, Tuesday",Sebi settles case with IDFC bank for Rs 10.74 lakh,IDFC Bank allegedly made delayed disclosure under PIT Regulations,neutral,1
5605,"July 04, 2017, Tuesday",Recast of state-run banks before stake sale wrong: RBI ex-guv Y V Reddy,"Referring to Insolvency and Bankruptcy Code, he said it is an important development",neutral,1
5606,"July 04, 2017, Tuesday","G20 summit: India scores well in FSB report, found Basel III-compliant","In the report, India was found to be 'largely compliant' on liquidity coverage ratio",positive,2
5607,"July 04, 2017, Tuesday","Rs 3,000 crore deal: IndoStar to buy stake in ICICI Home Finance",The NBFC and its sponsor Everstone will co-invest to own two-third stake together in the business,neutral,1
5608,"July 04, 2017, Tuesday","IDFC Bank sells loan accounts worth Rs 2,070 crore to ARC","The gross NPAs and net NPAs of IDFC Bank were at Rs 1,542 crore and Rs 576 crore",neutral,1
5609,"July 04, 2017, Tuesday",IDFC Bank plans to double retail book,Claims to have mobilised Rs 400 crore through digital banking,positive,2
5610,"July 04, 2017, Tuesday",Yields shoot up on RBI's open market sale plan,RBI announced late on Friday its bond purchase plans from the secondary market,positive,2
5611,"July 04, 2017, Tuesday",RBI restricts G-sec debt portfolio flows,The plan is to allow foreign investors access to 5% of the govt bonds by March 31 next year,neutral,1
5612,"July 03, 2017, Monday",IPO league table: Foreign banks back in action,Four foreign investment banks feature among the top 10 in H1 of 2017,negative,0
5613,"July 03, 2017, Monday",Cash is still king as circulation nears pre-demonetisation level: Report,"As on June 16, currency in circulation was Rs 15.29 lakh cr, or 86.2% of pre-note ban level",neutral,1
5614,"July 03, 2017, Monday",ESOPs to be linked to banks' performance,Framework to incentivise employees referred to RBI for approval,neutral,1
5615,"July 03, 2017, Monday",ICRA lowers rating for Janalakshmi debentures,Cites sharp deterioration in asset quality for rating downgrade,negative,0
5616,"July 03, 2017, Monday",BBB recommends 15 names for appointment of EDs in PSBs,"Sources said recommendations were made by BBB Chairman Vinod Rai, other members",neutral,1
5617,"July 03, 2017, Monday","Alarming rise in banking frauds, warns RBI","It adds that banks could be hiding some of the fraud cases, masking these as bad debt",negative,0
5618,"July 03, 2017, Monday",Corporate bond market: Liquidity in secondary trade rises,2016-17 saw 26% growth in number of trades and 44% growth in volumes,neutral,1
5619,"July 02, 2017, Sunday","CVC examines CBI probe in top bank frauds, including Vijay Mallya's",CVC Commisioner says bankers need have no fear if their decisions are bonafide,neutral,1
5620,"July 02, 2017, Sunday",Replace your PNB Maestro debit card soon as bank to block it from July 31,The bank will not charge anything for the replacement and it will be provided free of cost,negative,0
5621,"July 02, 2017, Sunday",Non-food credit grows at 4.5% in April as industries contract,"In the same period last year, non-food credit had grown by 8.5%",positive,2
5622,"July 01, 2017, Saturday",Banks tap hackathons for ideas to compete in digital world,Banks are opening up their platforms and data to people with ideas to improve their business in a digitally disruptive ...,neutral,1
5623,"July 01, 2017, Saturday",UAE Exchange applies for universal bank licence,UAE Exchange is registered as an AD II category non-banking financial company in the country,neutral,1
5624,"June 30, 2017, Friday","50% provisioning reasonable for defaulted loans, says Viral Acharya",It is based on any historical recovery rates that banks secured debt have typically earned,neutral,1
5625,"June 30, 2017, Friday","Stressed banking sector, leveraged firms might drag down growth: RBI","Stressed banking sector and leveraged corporate balance sheets might block the country's economic growth, says the Reserve Bank ...",negative,0
5626,"June 30, 2017, Friday",Growing investor interest in older private banks,"Sustaining home ground growth, strengthening underwriting skills favour City Union, regional lenders",positive,2
5627,"June 30, 2017, Friday",Efforts to revive bank yielding results: IOB chief,Indian Overseas Bank (IOB) has said that around 46 per cent reduction in the net loss during the second half of the current ...,positive,2
5628,"June 30, 2017, Friday",New SBI chief: Banks Board Bureau starts finding Bhattacharya's successor,Arundhati Bhattacharya will complete her four-year term as the chairperson on October 6,neutral,1
5629,"June 30, 2017, Friday",GRAPHIC: Banks are one of the biggest MF distributors in India,Banks due to their huge network of branches are preferred as MF distributors,neutral,1
5630,"June 28, 2017, Wednesday","RBI panel to review Rs 10,000-cr debt soon","Most of these accounts are from the infrastructure, textiles and roads sectors",neutral,1
5631,"June 28, 2017, Wednesday","Insolvency: No need for additional provisioning for 12 NPAs, says SBI chief","Total NPA provisioning of banks stood at Rs 2.2 trn as of FY17, up from Rs 2 trn in FY16",neutral,1
5632,"June 28, 2017, Wednesday",Govt makes fresh attempt to revive IDBI Bank,Reserve Bank of India last month put IDBI Bank under watch by initiating Prompt Corrective Action,positive,2
5633,"June 28, 2017, Wednesday","New accounting standard may hit banks' lending to infra, realty firms",Switch to IndAS may increase debts on the books of firms,negative,0
5634,"June 27, 2017, Tuesday",Banking stocks take a hit on provisioning worries,The Reserve Bank of India's (RBI) mandate instructing banks to make higher provisions for accounts referred to National Company ...,negative,0
5635,"June 27, 2017, Tuesday",Banks appoint insolvency professionals for seven large accounts,Corporation Bank invited bids to fix insolvency professionals and gave the mandate to EY,neutral,1
5636,"June 27, 2017, Tuesday","With demonetisation woes over, BofA-ML sees credit growing 15% this year","Credit growth had slipped to lowest level since Independence in FY17, falling to paltry 5.1 per cent, RBI",positive,2
5637,"June 27, 2017, Tuesday","CAs, bankers in a rush to pass insolvency exam",Test on lines of IIT-JEE,negative,0
5638,"June 27, 2017, Tuesday","Huge haircut needed on largest NPAs, says CRISIL","Estimates another Rs 40,000 cr provision needed for 12 a/cs sent for insolvency action by RBI",negative,0
5639,"June 27, 2017, Tuesday","HDFC seeks shareholders' nod for Rs 85,000-cr fundraising",Funds to be raised through various debt instruments; AGM is scheduled to be held on July 26,neutral,1
5640,"June 27, 2017, Tuesday","Record low credit growth: 1,000 cos borrowed Rs 1 lakh cr less in FY17",One-third of this massive contraction was led by just 10 companies,negative,0
5641,"June 27, 2017, Tuesday",FinMin wants Basel III deadline extended to help banks clean up books,"Six of 21 PSU banks under corrective action, need higher capital to improve poor financial health",neutral,1
5642,"June 27, 2017, Tuesday","Bogged down by Rs 6,000-cr loan dues, Adhunik Metaliks to plead insolvency","Kolkata-based Adhunik Metaliks, a maker of steel with Rs 6,000 crore of loan dues, is planning to file for insolvency, say those ...",negative,0
5643,"June 27, 2017, Tuesday","I-T Dept slaps Rs 24,500-cr tax notice on PACL","Demand adds to the Rs 57,000-crore dues payable from company's assets on sale",negative,0
5644,"June 27, 2017, Tuesday","Now, CVC can probe corruption at private sector banks; RBI okays proposal","SC ruled that chairman, MD and other officers of a private. bank can be seen as public servants",positive,2
5645,"June 26, 2017, Monday",Banks may have to take 60% haircut on 12 largest bad loans: Crisil,RBI has reviewed the top 500 exposures that are partly or wholly classified as NPAs,negative,0
5646,"June 26, 2017, Monday",Ways to reduce your risk when bank doesn't compensate for theft from locker,"Prudence over choice of bank, a detailed item inventory are a few of the ways",neutral,1
5647,"June 26, 2017, Monday",Bank stress: Italy paying 5.2 bn euros in resources to keep 2 banks afloat,Italian Economy Minister assured that there will be normalcy at teller windows when two banks reopen,negative,0
5648,"June 26, 2017, Monday",India does not need too many govt banks; consolidation the right move,State-run banks will reduce in number but get healthier to stand up to competition from global banks,neutral,1
5649,"June 26, 2017, Monday","Have a locker at a PSU bank? You're on your own in case of theft, RBI says",Banks say relationship with customers with regard to lockers is that of landlord) and lessor,neutral,1
5650,"June 26, 2017, Monday",Tap equity market: Govt tells 5 PSU banks,"Each of these PSBs looking to raise Rs 1,000-6,000 crore",neutral,1
5651,"June 26, 2017, Monday","IDFC Bank CFO Sunil Kakar appointed MD & CEO of IDFC Ltd, replaces Limaye","Prior to joining IDFC, Kakar worked with Max New York Life Insurance Company since 2001 as CFO",neutral,1
5652,"June 25, 2017, Sunday","Brexit effect? RBS to cut over 400 UK jobs, plans to move them to India","This move will help handle loans for small businesses, as part of an ongoing cost-cutting drive",negative,0
5653,"June 25, 2017, Sunday","Aegon Life explores fintech,e-commerce channels to sell policies",Aegon Life is a joint venture between global insurer Aegon and Bennett Coleman & Company,neutral,1
5654,"June 25, 2017, Sunday",Irdai's ad budget raised in FY18 even as it spent only 40% in FY17,Irdai had a budget of Rs 60 cr for ad last year of which it spent only Rs 24 cr,positive,2
5655,"June 25, 2017, Sunday",SBI chief Bhattacharya earned Rs 2.37 cr less than ICICI Bank chief in FY17,"While Chanda Kochhar got a pay of Rs 2.66 crore, Arundhati Bhattacharya took home only Rs 28.96 lakh",neutral,1
5656,"June 25, 2017, Sunday",India's exposure to US govt securities touches a high of $124 bn in April,India had the third largest exposure to the US government securities after China and Brazil,positive,2
5657,"June 25, 2017, Sunday",Each cyber threat to online banking costs a bank nearly $1.75 mn: Kaspersky,Banks also need to ensure to provide customers with secured access to mobile & online services,negative,0
5658,"June 25, 2017, Sunday","HDFC to list subsidiaries at opportune time, says chairman Deepak Parekh",HDFC has various subsidiaries which can be listed,neutral,1
5659,"June 25, 2017, Sunday","Western, southern states' outstanding bank credit at Rs 41 lakh cr: RBI","Outstanding loans to Punjab and Rajasthan were at Rs 1,96,600 cr and Rs 2,03,000 cr",neutral,1
5660,"June 24, 2017, Saturday","NSPCL to make bond market debut, asks bankers for underwriting bids",To raise Rs 1.5k cr; 1st tranche would be for Rs 250 cr with green shoe option of another Rs 250 cr,neutral,1
5661,"June 24, 2017, Saturday",Graphic: Dealing with bankruptcy,"Total value of insured deposits stood at Rs 28,26,400 crore at the end of March 2016",neutral,1
5662,"June 24, 2017, Saturday",CBI registers 16 cases to probe Rs 145-crore fraud against Corporation Bank,CBI has registered six cases related to loan fraud committed at the bank's Vasant Kunj Branch,neutral,1
5663,"June 24, 2017, Saturday",Bank sold you a bad insurance or MF plan? Go to banking ombudsman,You can also approach the ombudsman if your bank flouts mobile banking or electronic banking rules,neutral,1
5664,"June 24, 2017, Saturday",Irdai directs Sahara India Life Insurance to stop underwriting new business,But it's allowed to continue its business as far as its existing business is concerned,neutral,1
5665,"June 24, 2017, Saturday",Indian Overseas Bank's woes stay despite corrective action for 7 quarters,The Prompt Corrective Action (PCA) plan it was ordered to adopt hasn't yet enabled a turnaround at Chennai-based Indian Overseas ...,negative,0
5666,"June 23, 2017, Friday",Govt loosens norms for auditor rotation at unlisted companies,The Ministry of Corporate Affairs has come out with a notification to raise threshold to Rs 50 crore,negative,0
5667,"June 23, 2017, Friday",Banks to take a haircut for insolvency of non-performing assets,"49 indebted firms have debt of Rs 2.8 lakh cr, backed by Rs 1.67 lakh cr of fixed assets",negative,0
5668,"June 23, 2017, Friday",Banks' asset quality to improve after FY18: Icra,PSBs are expected to report relatively healthy return on equity at 10-12 per cent for FY18,positive,2
5669,"June 23, 2017, Friday",Resolve 55 accounts in 6 months or face IBC: RBI to banks,"Earlier this month, Reserve Bank of India identified 12 accounts for insolvency proceedings",neutral,1
5670,"June 23, 2017, Friday",RBI expands overseeing committee membership to five for bad loan resolution,The five-member committee has mandate to vet restructuring proposals for big-ticket stressed loans,neutral,1
5671,"June 22, 2017, Thursday",Provide adequate transaction details in passbooks: RBI to banks,RBI also advised banks to avoid inscrutable entries in passbooks/statements of account,neutral,1
5672,"June 22, 2017, Thursday",RBI announces names of five-member overseeing committee,OC will work with an expanded mandate to review cases being restructured under S4A,neutral,1
5673,"June 22, 2017, Thursday","IDBI Bank bullish on UP agri sector, aims to utilise untapped potential","So far, IDBI Bank has set up 208 dairies in UP by financing various allied schemes",positive,2
5674,"June 22, 2017, Thursday","Govt wants banks to deposit banned Rs 500, Rs 1000 notes at RBI by July 20","This is the second window the government has provided to banks, post offices and cooperative banks",neutral,1
5675,"June 21, 2017, Wednesday","Axis Bank plans to raise Rs 35,000 cr to fund expansion","The board of directors at its meeting held on April 26, 2017 had approved the fund raise plan",neutral,1
5676,"June 21, 2017, Wednesday",Adani Capital invests Rs 50 cr in PRA Realty's project in Pune,PRA Realty is amongst the fastest growing real estate developers in Pune,neutral,1
5677,"June 21, 2017, Wednesday","MPC turns less hawkish, awaits data, reveal RBI minutes",Govt will post one more inflation data next month before RBI's next policy meeting on August 1-2,neutral,1
5678,"June 21, 2017, Wednesday","Retail investors, institutions stare at huge capital losses in 'Big 12'",Equity shareholders come last in the pecking order of payments at the time of liquidation,negative,0
5679,"June 20, 2017, Tuesday",Dealers against Sebi's latest curb proposals on corp bonds' e-mechanism,"Sebi wants the e-platform to be mandatory for issuance over Rs 50 cr, against Rs 500 cr earlier",negative,0
5680,"June 19, 2017, Monday",Bank of Maharashtra shares down nearly 4% on RBI's PAC action,RBI has initiated PAC against the bank because of its mounting bad loans,negative,0
5681,"June 19, 2017, Monday","12 large NPA cases yet to come before IBBI, says M S Sahoo","The 12 a/cs are led by SBI (6 of them), PNB, ICICI Bank, Union Bank, IDBI Bank & Corporation Bank",neutral,1
5682,"June 19, 2017, Monday","Big NPAs offer insolvency professionals a Rs 2,500-cr biz prospect","SBI seeks applications for empanelment, sets stiff conditions",neutral,1
5683,"June 19, 2017, Monday","IDBI Bank to raise up to Rs 5,000 crore",The bank will put the proposal for raising equity capital before shareholders at its AGM on July 18,positive,2
